zip;city;sex;age;category;magenta_1;sim_4g;arpu
8256;Salföld;;;SH+;0;0;1
1211;Budapest;M;42;LAK;0;0;1
2840;Oroszlány;M;45;LAK;0;1;1
8200;Veszprém;M;50;LAK;0;0;1
5673;Kamut;F;40;LAK;0;0;1
9023;Győr;M;30;LAK;0;1;5
1124;Budapest;;;SMB;0;1;1
8200;Veszprém;F;21;LAK;0;0;1
2889;Súr;F;;LAK;0;0;2
7500;Nagyatád;F;43;LAK;0;1;1
8449;Magyarpolány;M;24;LAK;0;1;2
1029;Budapest;M;64;LAK;0;0;1
7017;Mezőszilas;M;45;LAK;0;1;1
8722;Nemesdéd;M;37;LAK;0;0;1
1072;Budapest;;;SH+;0;0;1
9022;Győr;F;73;LAK;0;0;1
7147;Alsónána;M;40;LAK;0;1;3
1211;Budapest;M;42;LAK;0;1;1
1213;Budapest;;;SH+;0;1;1
4400;Nyíregyháza;M;;LAK;0;0;1
8181;Berhida;F;50;LAK;0;0;1
2600;Vác;;;SH+;0;1;4
9083;Écs;M;55;LAK;1;1;2
3070;Bátonyterenye;M;72;LAK;0;1;1
8380;Hévíz;M;65;LAK;0;0;1
8400;Ajka;F;29;LAK;0;0;1
2700;Cegléd;M;39;LAK;0;1;1
1118;Budapest;M;54;LAK;0;1;2
4032;Debrecen;;;TSS;0;1;1
1211;Budapest;M;42;LAK;0;0;1
1021;Budapest;;;SMB;0;1;1
2100;Gödöllő;M;71;LAK;0;1;3
7400;Kaposvár;F;35;LAK;0;1;2
2522;Dág;;;SH+;0;1;3
7622;Pécs;M;32;LAK;0;1;1
1027;Budapest;;;SH+;0;1;1
7131;Tolna;;;SMB;0;1;1
1149;Budapest;;;SMB;0;1;2
8095;Pákozd;;;LAK;0;0;1
1042;Budapest;;;SH+;0;1;1
1015;Budapest;M;23;LAK;0;1;1
9002;Győr;;;TSS;0;1;3
4030;Debrecen;F;50;LAK;0;0;1
7200;Dombóvár;M;71;LAK;0;1;1
5091;Tószeg;F;36;LAK;0;0;1
7621;Pécs;F;33;LAK;0;1;4
6060;Tiszakécske;F;76;LAK;0;0;1
5200;Törökszentmiklós;M;25;LAK;0;0;2
9600;Sárvár;M;57;LAK;0;1;1
1134;Budapest;;;TSS;0;1;2
8945;Bak;M;28;LAK;0;1;2
1211;Budapest;M;42;LAK;0;0;1
4034;Debrecen;;;SMB;0;1;1
8925;Nemessándorháza;;;LAK;0;0;2
1149;Budapest;;;TSS;0;1;1
7761;Kozármisleny;M;47;LAK;0;1;1
1042;Budapest;;;SH+;0;1;1
7465;Szentgáloskér;F;68;LAK;0;1;1
6200;Kiskőrös;M;55;LAK;0;0;1
8272;Szentantalfa;F;;LAK;0;0;1
7754;Bóly;;;TSS;0;0;1
5084;Rákócziújfalu;F;29;LAK;0;1;2
6724;Szeged;F;46;LAK;0;1;1
4002;Debrecen;F;31;LAK;0;1;1
8900;Zalaegerszeg;F;51;LAK;0;0;1
2120;Dunakeszi;F;32;LAK;0;1;3
2040;Budaörs;;;SMB;0;0;1
9090;Pannonhalma;M;24;LAK;0;1;2
5234;Tiszaroff;M;67;LAK;0;1;1
2671;Őrhalom;M;46;LAK;0;1;1
1132;Budapest;;;SMB;0;1;1
2534;Tát;M;70;LAK;0;0;1
2096;Üröm;F;65;LAK;0;1;2
2071;Páty;F;44;LAK;0;1;1
4300;Nyírbátor;;;SMB;0;1;2
2234;Maglód;M;71;LAK;0;1;1
1223;Budapest;M;45;LAK;0;1;2
6724;Szeged;;;TSS;0;1;3
4440;Tiszavasvári;F;40;LAK;0;1;2
5200;Törökszentmiklós;F;53;LAK;0;1;2
1047;Budapest;;;SH+;0;1;1
1181;Budapest;M;53;LAK;0;1;3
4700;Mátészalka;;;SMB;0;1;2
2400;Dunaújváros;F;40;LAK;0;1;2
2011;Budakalász;M;68;LAK;0;1;2
1106;Budapest;;;TSS;0;1;1
6000;Kecskemét;;;SH+;0;1;1
1037;Budapest;;;TSS;0;1;2
1193;Budapest;F;67;LAK;0;0;1
2094;Nagykovácsi;;;SH+;0;0;1
4482;Kótaj;M;42;LAK;0;1;1
9012;Győr;M;36;LAK;0;0;1
5081;Szajol;M;82;LAK;0;0;1
1453;Budapest;;;TSS;0;1;1
1141;Budapest;M;39;LAK;0;0;2
7098;Magyarkeszi;;;SH+;0;0;1
1095;Budapest;;;SMB;0;1;1
1156;Budapest;F;22;LAK;0;1;3
3281;Karácsond;F;45;LAK;0;0;1
1115;Budapest;F;53;LAK;0;1;1
1225;Budapest;F;42;LAK;0;1;1
5100;Jászberény;M;;LAK;0;1;2
4220;Hajdúböszörmény;M;55;LAK;0;0;1
1042;Budapest;;;SH+;0;1;1
5624;Doboz;M;30;LAK;0;1;3
9942;Szalafő;F;83;LAK;0;0;1
8800;Nagykanizsa;M;42;LAK;0;1;1
8460;Devecser;M;67;LAK;0;1;1
2800;Tatabánya;F;80;LAK;0;1;1
1453;Budapest;;;TSS;0;1;1
3042;Palotás;M;46;LAK;0;0;1
4110;Biharkeresztes;F;52;LAK;0;1;2
6454;Bácsborsód;;;SMB;0;1;1
8230;Balatonfüred;;;SMB;0;1;1
1117;Budapest;F;47;LAK;0;1;1
3643;Dédestapolcsány;M;62;LAK;0;0;1
8151;Szabadbattyán;M;21;LAK;0;0;1
1052;Budapest;F;48;LAK;0;1;1
8360;Keszthely;M;35;LAK;0;1;1
8131;Enying;M;32;LAK;0;1;3
5600;Békéscsaba;;;TSS;0;1;5
1054;Budapest;;;TSS;0;1;1
6723;Szeged;F;32;LAK;0;0;1
1087;Budapest;;;TSS;0;1;1
6645;Felgyő;M;54;LAK;0;0;1
1211;Budapest;M;42;LAK;0;0;1
1141;Budapest;;;TSS;0;1;2
9200;Mosonmagyaróvár;M;25;LAK;0;0;1
8100;Várpalota;F;18;LAK;0;1;3
3860;Encs;F;22;LAK;0;1;1
8451;Ajka;M;40;LAK;0;1;1
1013;Budapest;M;46;LAK;0;1;1
2131;Göd;F;22;LAK;0;1;1
2112;Veresegyház;;;SH+;0;1;1
9748;Vát;F;31;LAK;0;1;3
8380;Hévíz;F;41;LAK;0;1;3
1108;Budapest;M;38;LAK;0;0;1
1026;Budapest;M;33;LAK;0;1;1
1139;Budapest;F;47;LAK;0;1;3
4225;Debrecen;M;60;LAK;0;0;1
6900;Makó;M;26;LAK;0;1;2
1154;Budapest;;;SH+;0;1;1
6400;Kiskunhalas;;;TSS;0;1;1
4545;Gyulaháza;M;43;LAK;0;1;1
5231;Fegyvernek;F;20;LAK;0;1;1
6070;Izsák;;;SMB;0;1;3
8195;Királyszentistván;M;36;LAK;0;0;1
5800;Mezőkovácsháza;F;;LAK;0;0;1
4031;Debrecen;F;30;LAK;0;1;1
9747;Vasszilvágy;F;60;LAK;0;1;1
1054;Budapest;;;TSS;0;1;1
1300;Budapest;;;TSS;0;0;1
2621;Verőce;M;67;LAK;0;1;3
2132;Göd;;;TSS;0;1;5
1107;Budapest;F;40;LAK;0;1;1
8086;Felcsút;;;TSS;0;1;1
8444;Szentgál;F;33;LAK;0;0;1
2132;Göd;;;TSS;0;1;1
1033;Budapest;F;;LAK;0;1;1
5243;Tiszaderzs;;;TSS;0;1;1
6400;Kiskunhalas;;;TSS;0;1;1
9400;Sopron;M;26;LAK;0;1;1
3658;Borsodbóta;F;28;LAK;0;1;1
8800;Nagykanizsa;M;64;LAK;0;0;1
1149;Budapest;;;SMB;0;1;1
9027;Győr;M;53;LAK;0;1;1
6723;Szeged;F;35;LAK;0;1;2
8254;Kővágóörs;M;47;LAK;0;1;2
2310;Szigetszentmiklós;M;56;LAK;0;0;1
1215;Budapest;;;TSS;0;1;5
9027;Győr;;;TSS;0;1;3
5600;Békéscsaba;;;TSS;0;1;1
6400;Kiskunhalas;;;SH+;0;0;1
5232;Tiszabő;M;36;LAK;0;1;1
9700;Szombathely;;;SMB;0;1;5
1032;Budapest;F;43;LAK;0;1;2
1211;Budapest;M;42;LAK;0;1;1
5200;Törökszentmiklós;M;28;LAK;0;1;2
1453;Budapest;;;TSS;0;0;1
5300;Karcag;F;28;LAK;0;1;2
5000;Szolnok;;;SMB;0;1;2
1214;Budapest;F;33;LAK;0;0;1
1135;Budapest;;;TSS;0;1;1
7282;Kisbárapáti;M;63;LAK;0;0;2
1095;Budapest;;;SMB;0;1;3
3444;Gelej;F;38;LAK;0;1;1
1149;Budapest;M;38;LAK;0;1;3
1139;Budapest;;;SMB;0;1;3
1204;Budapest;M;41;LAK;0;0;1
5430;Tiszaföldvár;F;40;LAK;0;0;1
1193;Budapest;F;30;LAK;0;1;3
6300;Kalocsa;F;53;LAK;0;0;1
2621;Verőce;M;58;LAK;0;0;1
6239;Császártöltés;F;57;LAK;0;0;1
8284;Nemesgulács;M;61;LAK;0;1;1
1453;Budapest;;;TSS;0;1;1
9485;Nagycenk;M;50;LAK;0;1;2
1022;Budapest;M;31;LAK;0;1;2
3836;Baktakék;M;39;LAK;0;0;1
9200;Mosonmagyaróvár;F;63;LAK;0;1;4
8500;Pápa;F;45;LAK;0;1;2
5300;Karcag;F;55;LAK;0;1;1
1211;Budapest;M;35;LAK;0;0;1
1118;Budapest;;;SH+;0;1;3
4320;Nagykálló;F;38;LAK;0;0;1
1013;Budapest;M;46;LAK;0;1;1
9834;Csehimindszent;F;41;LAK;0;0;1
3836;Baktakék;M;;LAK;0;0;1
2851;Környe;F;33;LAK;0;1;3
7200;Dombóvár;M;;LAK;0;0;1
1116;Budapest;M;67;LAK;0;0;2
3753;Abod;M;48;LAK;0;0;1
1194;Budapest;;;SMB;0;1;2
3533;Miskolc;F;50;LAK;0;1;1
6763;Szatymaz;M;;LAK;0;0;1
1215;Budapest;M;49;LAK;0;1;1
3200;Gyöngyös;M;33;LAK;0;1;1
9222;Hegyeshalom;M;62;LAK;0;1;1
3200;Gyöngyös;M;43;LAK;0;1;1
4032;Debrecen;M;30;LAK;0;0;1
1211;Budapest;M;42;LAK;0;0;1
8372;Cserszegtomaj;;;TSS;0;1;1
7400;Kaposvár;F;56;LAK;0;0;1
1068;Budapest;M;60;LAK;0;0;1
6221;Akasztó;M;27;LAK;0;1;2
3731;Szuhakálló;F;31;LAK;0;1;1
6326;Harta;;;SMB;0;1;2
5600;Békéscsaba;F;79;LAK;0;0;1
1211;Budapest;M;42;LAK;0;0;1
1162;Budapest;M;43;LAK;0;0;1
2330;Dunaharaszti;F;64;LAK;0;1;1
8420;Zirc;F;;LAK;0;0;1
4251;Hajdúsámson;M;40;LAK;0;0;1
1048;Budapest;F;26;LAK;0;0;1
5000;Szolnok;;;SMB;0;1;2
4400;Nyíregyháza;;;SH+;0;0;1
1042;Budapest;;;SH+;0;1;1
2360;Gyál;M;38;LAK;0;1;2
8800;Nagykanizsa;;;SH+;0;1;1
8900;Zalaegerszeg;;;SMB;0;1;1
1042;Budapest;;;SH+;0;1;1
1087;Budapest;;;TSS;0;1;2
8521;Nagyacsád;F;26;LAK;0;0;1
4432;Nyíregyháza;M;39;LAK;0;1;2
8773;Pölöskefő;F;61;LAK;0;0;1
1024;Budapest;M;75;LAK;0;1;1
2400;Dunaújváros;F;58;LAK;0;1;3
1068;Budapest;;;TSS;0;1;2
4531;Nyírpazony;F;37;LAK;0;0;1
4813;Gyüre;M;43;LAK;0;0;1
1149;Budapest;;;SH+;0;1;3
5751;Nagykamarás;M;48;LAK;0;0;2
8674;Nágocs;F;25;LAK;0;1;3
2220;Vecsés;M;62;LAK;0;1;1
4352;Mérk;F;25;LAK;0;1;2
1045;Budapest;;;SH+;0;1;3
1042;Budapest;;;SH+;0;1;1
2132;Göd;;;TSS;0;1;1
2053;Herceghalom;M;68;LAK;0;0;3
1214;Budapest;M;44;LAK;0;0;1
6078;Jakabszállás;F;20;LAK;0;1;1
4133;Konyár;M;31;LAK;0;1;3
1215;Budapest;M;49;LAK;0;1;1
9600;Sárvár;M;40;LAK;0;0;1
4464;Tiszaeszlár;F;49;LAK;0;1;1
2030;Érd;F;71;LAK;0;1;1
6725;Szeged;M;;LAK;0;0;1
6000;Kecskemét;F;46;LAK;0;0;2
5516;Körösladány;M;;LAK;0;0;1
2536;Nyergesújfalu;M;58;LAK;0;1;3
7633;Pécs;M;62;LAK;0;1;1
1125;Budapest;;;LAK;0;1;2
1092;Budapest;F;54;LAK;0;1;1
1215;Budapest;M;49;LAK;0;1;1
9700;Szombathely;M;62;LAK;1;1;1
2013;Pomáz;M;43;LAK;0;1;3
8100;Várpalota;F;47;LAK;0;0;2
3700;Kazincbarcika;F;;LAK;0;0;1
5540;Szarvas;M;65;LAK;0;1;1
1165;Budapest;;;SMB;0;1;2
1095;Budapest;M;54;LAK;0;0;1
4030;Debrecen;;;SH+;0;0;1
6764;Balástya;M;53;LAK;0;0;1
7184;Lengyel;F;61;LAK;0;0;1
2700;Cegléd;M;34;LAK;0;1;3
1098;Budapest;F;41;LAK;0;1;2
4555;Levelek;;;SMB;0;1;1
8935;Nagykapornak;;;SMB;0;1;1
5300;Karcag;M;46;LAK;0;0;1
1112;Budapest;;;SMB;0;1;2
1053;Budapest;M;64;LAK;0;0;1
1149;Budapest;F;18;LAK;0;1;1
5452;Mesterszállás;F;48;LAK;0;1;1
3516;Miskolc;M;46;LAK;0;1;2
1087;Budapest;;;TSS;0;0;1
2740;Abony;M;30;LAK;0;1;3
1116;Budapest;;;SMB;0;1;1
2651;Rétság;;;SH+;0;1;1
1188;Budapest;M;39;LAK;0;1;1
4356;Nyírcsaholy;M;21;LAK;0;0;1
1041;Budapest;;;SMB;0;0;1
2433;Sárosd;;;SH+;0;1;2
3300;Eger;;;SH+;0;0;1
4400;Nyíregyháza;M;52;LAK;0;0;1
1186;Budapest;M;23;LAK;0;1;1
3200;Gyöngyös;;;TSS;0;1;1
1115;Budapest;;;SH+;0;1;1
8638;Balatonlelle;F;40;LAK;0;1;2
8865;Tótszentmárton;;;SMB;0;1;1
8194;Vilonya;M;45;LAK;0;0;2
2440;Százhalombatta;;;SMB;0;1;2
1154;Budapest;M;42;LAK;0;1;2
8881;Sormás;;;SMB;0;1;3
1117;Budapest;;;TSS;0;1;1
2800;Tatabánya;;;SMB;0;1;2
4200;Hajdúszoboszló;F;54;LAK;0;1;1
1089;Budapest;F;39;LAK;0;0;1
1211;Budapest;M;42;LAK;0;0;1
1590;Budapest;;;TSS;0;1;2
1054;Budapest;;;TSS;0;1;1
2051;Biatorbágy;F;44;LAK;0;0;1
1042;Budapest;;;SH+;0;1;1
6723;Szeged;M;38;LAK;0;1;1
2119;Pécel;F;67;LAK;0;0;1
8229;Csopak;;;TSS;0;1;1
1131;Budapest;M;52;LAK;0;1;3
2092;Budakeszi;F;49;LAK;0;1;1
6454;Bácsborsód;;;SMB;0;1;1
9555;Kissomlyó;F;40;LAK;0;1;1
2700;Cegléd;F;42;LAK;0;1;2
8229;Csopak;;;TSS;0;0;1
8600;Siófok;F;55;LAK;0;1;1
8444;Szentgál;M;47;LAK;0;1;1
4032;Debrecen;M;;SH+;0;1;3
1215;Budapest;M;49;LAK;0;1;1
2623;Kismaros;;;SH+;0;1;1
1111;Budapest;;;SMB;0;0;1
2638;Kemence;M;42;LAK;0;1;2
7100;Szekszárd;F;51;LAK;0;1;2
1221;Budapest;M;65;LAK;0;1;1
6000;Kecskemét;;;SH+;0;1;3
4332;Nyírderzs;M;48;LAK;0;1;1
9748;Vát;M;;LAK;0;0;1
1141;Budapest;F;35;LAK;0;0;1
2233;Ecser;F;29;LAK;0;1;1
1108;Budapest;M;38;LAK;0;0;1
2681;Galgagyörk;M;30;LAK;0;0;1
4090;Polgár;M;53;LAK;0;0;2
1027;Budapest;;;TSS;0;1;2
3434;Mályi;F;47;LAK;0;1;1
6723;Szeged;F;49;LAK;0;1;1
2000;Szentendre;F;;SH+;0;1;1
1181;Budapest;M;42;LAK;0;0;1
1042;Budapest;;;SH+;0;1;1
8752;Zalakomár;F;35;LAK;0;1;1
4374;Encsencs;M;49;LAK;0;1;1
1051;Budapest;M;75;LAK;0;0;1
1162;Budapest;F;40;LAK;0;0;1
8229;Csopak;;;TSS;0;1;1
9700;Szombathely;F;30;LAK;0;1;2
2030;Érd;F;51;LAK;0;1;1
1028;Budapest;M;45;LAK;0;0;1
8440;Herend;F;64;LAK;0;0;1
7636;Pécs;M;52;LAK;0;1;2
9025;Győr;M;45;LAK;0;0;1
4455;Tiszadada;M;32;LAK;0;0;1
5800;Mezőkovácsháza;M;40;LAK;0;1;1
1054;Budapest;;;TSS;0;1;1
6728;Szeged;F;63;LAK;0;0;1
1013;Budapest;;;LAK;0;1;1
1215;Budapest;M;49;LAK;0;1;1
2747;Törtel;F;66;LAK;0;0;1
2381;Táborfalva;;;SH+;0;0;1
3300;Eger;F;26;LAK;0;1;4
9023;Győr;M;41;LAK;0;0;1
4100;Berettyóújfalu;M;41;LAK;0;0;1
1152;Budapest;;;SH+;0;1;1
1014;Budapest;;;TSS;0;1;4
1185;Budapest;F;67;LAK;0;0;1
1125;Budapest;M;22;LAK;0;1;1
2896;Szomód;M;31;LAK;0;0;2
1138;Budapest;F;24;LAK;0;1;3
9330;Kapuvár;F;52;LAK;0;1;1
1097;Budapest;F;27;LAK;0;1;1
6344;Hajós;M;47;LAK;1;1;3
6041;Kerekegyháza;M;37;LAK;0;1;1
8900;Zalaegerszeg;M;29;LAK;0;1;1
1399;Budapest;;;TSS;0;1;1
7627;Pécs;;;TSS;0;1;1
4524;Ajak;F;46;LAK;0;0;1
2060;Bicske;M;28;LAK;0;1;1
2510;Dorog;M;43;LAK;0;0;1
2500;Esztergom;;;SH+;0;1;3
9700;Szombathely;M;65;LAK;0;1;1
9700;Szombathely;F;63;LAK;0;0;1
8800;Nagykanizsa;M;37;LAK;0;1;3
1224;Budapest;;;TSS;0;0;1
1194;Budapest;;;SH+;0;1;2
5051;Zagyvarékas;F;28;LAK;0;1;1
1142;Budapest;M;49;LAK;0;1;1
7623;Pécs;;;SMB;0;1;3
1119;Budapest;;;TSS;0;1;2
5243;Tiszaderzs;;;TSS;0;1;1
6000;Kecskemét;M;57;LAK;0;1;1
1211;Budapest;M;42;LAK;0;0;2
7900;Szigetvár;M;37;LAK;0;0;1
5600;Békéscsaba;M;44;LAK;0;1;1
6400;Kiskunhalas;M;57;LAK;0;0;3
6800;Hódmezővásárhely;M;35;LAK;0;1;1
8460;Devecser;M;49;LAK;0;1;3
1149;Budapest;;;TSS;0;1;1
9700;Szombathely;F;35;LAK;0;1;1
2903;Komárom;;;SMB;0;1;5
2330;Dunaharaszti;F;64;LAK;0;1;1
2475;Kápolnásnyék;M;22;LAK;0;1;1
5711;Gyula;;;SH+;0;1;5
6900;Makó;M;42;LAK;0;0;1
2113;Erdőkertes;F;41;LAK;0;1;1
8360;Keszthely;M;31;LAK;0;1;2
9344;Rábakecöl;M;29;LAK;0;0;1
2472;Kajászó;M;28;LAK;0;0;1
4551;Nyíregyháza;;;SMB;0;1;2
8000;Székesfehérvár;M;36;LAK;0;0;1
1042;Budapest;;;SH+;0;1;1
4125;Pocsaj;M;55;LAK;0;0;1
1215;Budapest;M;49;LAK;0;0;1
2144;Kerepes;F;51;LAK;0;1;1
1384;Budapest;;;TSS;0;1;1
2367;Újhartyán;;;TSS;0;1;1
1201;Budapest;;;SH+;0;1;1
4375;Piricse;;;SH+;0;1;1
8360;Keszthely;M;36;LAK;0;1;2
1211;Budapest;M;42;LAK;0;0;1
6454;Bácsborsód;;;SMB;0;1;1
1119;Budapest;F;47;LAK;0;1;2
6800;Hódmezővásárhely;F;30;LAK;0;0;1
4271;Mikepércs;F;39;LAK;0;1;1
8146;Jenő;M;36;LAK;0;1;2
7030;Paks;F;;LAK;0;0;1
3321;Egerbakta;F;58;LAK;0;1;1
9735;Csepreg;F;41;LAK;0;1;4
4001;Debrecen;;;TSS;0;1;1
8724;Inke;F;58;LAK;0;0;1
2800;Tatabánya;F;50;LAK;0;1;1
1013;Budapest;F;46;LAK;0;1;2
1134;Budapest;M;27;LAK;0;0;1
1134;Budapest;F;25;LAK;0;1;2
9023;Győr;F;56;LAK;0;0;1
1162;Budapest;M;46;LAK;0;1;1
9177;Ásványráró;M;48;LAK;0;1;1
1214;Budapest;M;30;LAK;0;1;1
1204;Budapest;F;;LAK;0;1;1
2903;Komárom;M;48;LAK;0;1;1
1154;Budapest;M;58;LAK;0;1;1
2021;Tahitótfalu;F;39;LAK;0;1;3
1104;Budapest;F;71;LAK;0;1;1
2335;Taksony;M;33;LAK;0;1;1
3555;Harsány;M;42;LAK;0;1;1
5600;Békéscsaba;F;40;LAK;0;1;1
1024;Budapest;M;52;LAK;0;1;1
9121;Győrszemere;M;28;LAK;0;1;2
6300;Kalocsa;M;39;LAK;0;0;1
5731;Sarkadkeresztúr;M;;LAK;0;0;1
1300;Budapest;;;TSS;0;1;1
2834;Tardos;;;SH+;0;1;1
2060;Bicske;F;;LAK;0;1;1
3847;Felsődobsza;F;42;LAK;0;1;2
3600;Ózd;F;34;LAK;0;1;2
9400;Sopron;;;TSS;0;1;5
1211;Budapest;M;42;LAK;0;1;1
2040;Budaörs;;;SH+;0;1;4
7633;Pécs;F;42;LAK;0;0;1
2800;Tatabánya;F;59;LAK;0;1;1
3023;Petőfibánya;M;55;LAK;0;0;1
4130;Derecske;M;28;LAK;0;0;1
6781;Domaszék;M;25;LAK;0;1;2
5600;Békéscsaba;M;72;LAK;0;1;1
3246;Mátraderecske;F;;LAK;0;0;1
5666;Medgyesegyháza;;;SMB;0;1;2
1215;Budapest;M;49;LAK;0;1;1
5137;Jászkisér;F;47;LAK;0;0;2
5400;Mezőtúr;M;;LAK;0;0;1
4225;Debrecen;M;68;LAK;0;1;2
7400;Kaposvár;F;33;LAK;0;0;1
8000;Székesfehérvár;M;24;LAK;0;1;1
1188;Budapest;;;TSS;0;1;1
9024;Győr;;;SH+;0;1;3
1021;Budapest;M;;SH+;0;1;2
7632;Pécs;M;;SH+;0;1;3
1112;Budapest;;;TSS;0;1;5
6625;Fábiánsebestyén;F;34;LAK;0;1;1
1083;Budapest;;;LAK;0;0;1
7054;Tengelic;F;45;LAK;0;1;1
9086;Töltéstava;M;44;LAK;0;0;1
4625;Záhony;M;55;LAK;0;0;1
3630;Putnok;F;42;LAK;0;1;1
2400;Dunaújváros;M;24;LAK;0;1;1
6000;Kecskemét;F;30;LAK;0;0;1
4400;Nyíregyháza;;;SH+;0;1;5
8900;Zalaegerszeg;;;TSS;0;1;1
2600;Vác;F;39;LAK;0;1;2
2490;Pusztaszabolcs;M;26;LAK;0;1;1
8660;Tab;F;;LAK;0;0;1
5243;Tiszaderzs;F;;SH+;0;1;1
6454;Bácsborsód;;;SMB;0;1;1
5624;Doboz;M;;LAK;0;0;1
2750;Nagykőrös;M;63;LAK;0;1;1
1087;Budapest;F;47;LAK;0;1;1
6721;Szeged;;;SMB;0;1;1
1426;Budapest;;;TSS;0;1;5
6724;Szeged;;;TSS;0;1;1
2365;Inárcs;F;36;LAK;0;1;1
3535;Miskolc;F;;LAK;0;0;1
1239;Budapest;M;49;LAK;0;1;2
8800;Nagykanizsa;;;SMB;0;0;2
4625;Záhony;F;40;LAK;0;0;2
7164;Bátaapáti;;;TSS;0;1;1
1145;Budapest;M;56;LAK;0;0;1
8800;Nagykanizsa;M;56;LAK;0;1;1
1103;Budapest;;;SMB;0;1;1
1051;Budapest;;;TSS;0;1;1
3355;Kápolna;M;48;LAK;0;1;1
8900;Zalaegerszeg;M;;SH+;0;1;3
8043;Iszkaszentgyörgy;M;46;LAK;0;1;1
6724;Szeged;;;SH+;0;1;1
5084;Rákócziújfalu;;;SH+;0;1;1
3385;Tiszanána;M;;LAK;0;0;1
1183;Budapest;;;LAK;0;0;3
8971;Zalabaksa;;;TSS;0;1;1
4200;Hajdúszoboszló;M;;LAK;0;0;1
2700;Cegléd;M;64;LAK;0;1;1
2310;Szigetszentmiklós;;;TSS;0;0;2
7700;Mohács;F;;LAK;0;0;1
5946;Békéssámson;M;47;LAK;0;1;1
5451;Öcsöd;M;;LAK;0;0;1
6724;Szeged;;;TSS;0;1;1
1211;Budapest;M;65;LAK;0;0;1
2800;Tatabánya;M;76;LAK;0;1;1
9200;Mosonmagyaróvár;F;47;LAK;0;1;2
1035;Budapest;F;47;LAK;0;0;1
1116;Budapest;F;48;LAK;0;1;1
5144;Jászboldogháza;;;SH+;0;0;1
5900;Orosháza;F;54;LAK;0;1;1
6762;Sándorfalva;M;58;LAK;0;0;1
2500;Esztergom;;;SMB;0;1;1
2671;Őrhalom;M;56;LAK;0;1;2
2941;Ács;;;SH+;0;1;1
8500;Pápa;F;;LAK;0;0;1
5931;Nagyszénás;;;SMB;0;1;1
1041;Budapest;F;38;LAK;0;0;1
6600;Szentes;M;;LAK;0;0;1
9766;Rum;M;68;LAK;0;0;1
1135;Budapest;;;TSS;0;1;1
6400;Kiskunhalas;;;SH+;0;1;2
8945;Bak;;;SMB;0;1;1
1214;Budapest;F;34;LAK;0;1;3
8651;Balatonszabadi;F;51;LAK;0;1;2
7663;Máriakéménd;M;67;LAK;0;0;1
4031;Debrecen;F;49;LAK;0;1;1
1214;Budapest;M;30;LAK;0;0;2
9400;Sopron;F;34;LAK;0;1;3
2234;Maglód;;;SH+;0;0;1
1147;Budapest;F;38;LAK;0;1;1
4060;Balmazújváros;M;29;LAK;0;1;1
3604;Ózd;F;19;LAK;0;1;1
1211;Budapest;M;42;LAK;0;1;1
7130;Tolna;F;57;LAK;1;1;5
5430;Tiszaföldvár;M;37;LAK;0;0;1
6821;Székkutas;M;;LAK;0;0;1
6000;Kecskemét;M;83;LAK;0;1;1
9226;Dunasziget;M;27;LAK;0;1;1
1173;Budapest;M;41;LAK;0;1;1
3300;Eger;F;33;LAK;0;1;1
1300;Budapest;;;TSS;0;1;1
9900;Körmend;M;40;LAK;0;1;1
4030;Debrecen;M;65;LAK;0;1;1
1078;Budapest;;;LAK;0;0;1
1221;Budapest;M;42;LAK;0;1;1
1211;Budapest;M;42;LAK;0;0;1
3000;Hatvan;;;TSS;0;0;1
7632;Pécs;F;57;LAK;0;1;1
5300;Karcag;F;67;LAK;0;0;1
8342;Óhíd;F;56;LAK;0;1;2
1149;Budapest;;;SMB;0;1;2
1186;Budapest;;;SMB;0;1;2
6000;Kecskemét;F;36;LAK;0;0;1
1055;Budapest;;;TSS;0;0;1
6600;Szentes;F;39;LAK;0;1;1
2120;Dunakeszi;;;SH+;0;1;1
8900;Zalaegerszeg;F;42;LAK;0;0;2
4032;Debrecen;M;38;LAK;0;0;1
5609;Csabaszabadi;F;64;LAK;0;1;1
1183;Budapest;;;SH+;0;1;2
2400;Dunaújváros;;;SH+;0;1;2
9653;Répcelak;F;56;LAK;0;0;1
3300;Eger;;;LAK;0;1;1
9123;Kajárpéc;M;36;LAK;0;1;3
1211;Budapest;M;42;LAK;0;1;1
5111;Jászfelsőszentgyörgy;F;46;LAK;0;0;1
1094;Budapest;M;;LAK;0;0;1
2112;Veresegyház;M;39;LAK;0;1;1
6000;Kecskemét;M;36;LAK;0;1;3
2525;Bajna;M;37;LAK;0;1;2
6724;Szeged;;;SMB;0;0;1
3526;Miskolc;M;45;LAK;0;1;2
1202;Budapest;M;63;LAK;0;1;2
2536;Nyergesújfalu;M;33;LAK;0;1;2
8944;Sárhida;M;43;LAK;0;0;2
7631;Pécs;M;35;LAK;0;1;1
1033;Budapest;;;SH+;0;1;2
1163;Budapest;F;35;LAK;0;1;2
1042;Budapest;;;SH+;0;1;1
4400;Nyíregyháza;F;41;LAK;0;1;4
1138;Budapest;;;SMB;0;1;4
1238;Budapest;M;46;LAK;0;1;2
8053;Bodajk;M;46;LAK;0;0;1
9028;Győr;;;SMB;0;1;3
1171;Budapest;M;65;LAK;0;1;2
1211;Budapest;M;65;LAK;0;0;1
