dataset;subscriber;zip;sex;age;magan;uzleti;magenta_1;arpu;sim_4g
10.06;585DFD67;1191;F;39;1;0;0;1;1
10.06;5816BD41;1149;;;0;1;0;1;1
10.06;5816AFDA;1202;M;;1;0;0;1;0
10.06;5821B7F9;1300;;;0;1;0;1;1
10.06;5816E83E;1325;;;0;1;0;5;1
10.06;58049A39;1192;;;0;1;0;1;1
10.06;5829802E;1041;M;46;1;0;0;1;0
10.06;5821DCC0;1165;M;59;1;0;1;2;1
10.06;5807C8C2;1083;F;25;1;0;0;1;1
10.06;5813A50F;1108;M;38;1;0;0;1;1
10.06;582E25AF;1087;;;0;1;0;1;1
10.06;584F65A1;1046;M;26;1;0;0;1;1
10.06;5802F774;1196;F;;1;0;0;1;0
10.06;584FECA0;1211;M;42;1;0;0;1;1
10.06;58275445;1027;M;;1;0;0;1;0
10.06;5804FAB0;1103;;;0;1;0;1;1
10.06;5821A62C;1042;;;1;1;0;1;0
10.06;582AFE2A;1157;F;25;1;0;0;1;1
10.06;580ADD41;1095;;;0;1;0;2;1
10.06;5802766D;1146;;;0;1;0;1;1
10.06;5806A8D3;1554;;;0;1;0;1;0
10.06;5802CF28;1238;M;54;1;0;0;1;1
10.06;581CAB4F;1012;;;0;1;0;2;1
10.06;583ED99D;1042;;;1;1;0;1;1
10.06;581F3EF2;1042;F;75;1;0;0;1;1
10.06;5858714A;1135;;;1;0;0;2;1
10.06;58372DD6;1022;;;0;1;0;1;1
10.06;58318EC5;1213;M;44;1;0;0;1;0
10.06;5816F14C;1222;F;27;1;0;0;3;1
10.06;583DAE91;1063;F;39;1;0;0;1;1
10.06;580E1100;1013;M;46;1;0;0;5;1
10.06;58256DD2;1097;M;32;1;0;0;1;1
10.06;582C2007;1042;;;1;1;0;1;1
10.06;5830B223;1215;M;49;1;0;0;1;1
10.06;585D6186;1103;;;0;1;0;1;1
10.06;58126444;1103;;;0;1;0;1;1
10.06;5845E064;1183;F;48;1;0;1;3;1
10.06;5810A375;1106;;;0;1;0;1;1
10.06;583A9538;1112;M;35;1;0;0;1;1
10.06;5849D488;1211;M;42;1;0;0;1;1
10.06;581269C0;1138;;;1;1;0;1;0
10.06;581B4386;1027;F;70;1;0;0;1;0
10.06;5832B8AB;1103;F;38;1;0;0;1;1
10.06;58024807;1116;M;;1;0;0;1;0
10.06;5843BB4E;1201;F;20;1;0;0;2;1
10.06;584E52F9;1300;;;0;1;0;1;1
10.06;5829082C;1108;;;1;1;0;1;1
10.06;5832BB50;1037;;;0;1;0;5;1
10.06;5816E3A3;1211;M;42;1;0;0;1;0
10.06;58446CBF;1165;F;46;1;0;0;2;1
10.06;5813579A;1139;;;0;1;0;1;1
10.06;582EDED6;1171;;;1;1;0;4;1
10.06;582E437E;1084;M;29;1;0;0;2;1
10.06;582FFD81;1211;M;42;1;0;0;1;1
10.06;58050283;1021;;;0;1;0;2;1
10.06;58271036;1108;M;41;1;0;0;1;1
10.06;583D726F;1215;M;49;1;0;0;1;1
10.06;581FC16F;1131;;;0;1;0;4;1
10.06;58473E84;1103;;;0;1;0;1;1
10.06;5840DB04;1095;;;0;1;0;1;1
10.06;581ED415;1039;F;41;1;0;0;3;1
10.06;581B035A;1211;M;42;1;0;0;1;0
10.06;583D6E74;1165;F;26;1;0;0;1;1
10.06;5836B955;1053;F;65;1;0;0;2;1
10.06;58316BA0;1085;F;47;1;0;0;1;1
10.06;581FB259;1204;F;54;1;0;0;2;1
10.06;58193976;1042;F;38;1;0;0;1;1
10.06;5830219A;1453;;;0;1;0;1;1
10.06;585A6838;1071;M;46;1;0;0;1;0
10.06;584CCBBF;1211;M;42;1;0;0;1;1
10.06;581B95FA;1122;;;0;1;0;5;1
10.06;5845E529;1084;;;1;1;0;1;0
10.06;5830D72A;1096;F;51;1;0;0;3;1
10.06;58150EFD;1039;F;28;1;0;0;3;1
10.06;580D6CE2;1121;;;0;1;0;2;1
10.06;584FD3F9;1067;M;57;1;0;0;1;1
10.06;582852C5;1222;F;36;1;0;0;1;0
10.06;580989FB;1021;;;0;1;0;2;1
10.06;585C30EF;1224;;;0;1;0;3;0
10.06;5834BD57;1052;;;1;1;0;1;1
10.06;5826C172;1063;;;1;0;0;2;1
10.06;5804AEE3;1039;F;62;1;0;0;1;1
10.06;58080710;1453;;;0;1;0;1;1
10.06;58013103;1211;M;42;1;0;0;1;0
10.06;5812AC3E;1086;M;59;1;0;0;1;0
10.06;581919C0;1042;;;1;1;0;1;1
10.06;581E36B0;1211;M;69;1;0;0;1;0
10.06;5814D362;1181;M;39;1;0;0;2;1
10.06;581CF6E4;1113;F;35;1;0;0;1;0
10.06;58159CBD;1426;;;0;1;0;1;1
10.06;583BFD04;1453;;;0;1;0;1;1
10.06;582452DB;1031;;;1;1;0;4;1
10.06;583BCF18;1013;;;1;0;0;1;1
10.06;5804D686;1134;;;1;1;0;1;1
10.06;58389977;1213;M;63;1;0;0;1;0
10.06;583361C6;1092;F;38;1;0;0;1;0
10.06;58191524;1162;M;;1;1;0;1;1
10.06;5849333F;1215;M;49;1;0;0;1;1
10.06;5830E0B8;1151;F;29;1;0;0;2;1
10.06;58491F13;1453;;;0;1;0;1;1
10.06;5819E2D0;1013;;;1;0;0;1;1
10.06;5820B15B;1151;F;40;1;0;0;2;1
10.06;58480D3D;1089;;;1;1;0;2;0
10.06;5847ABA7;1453;;;0;1;0;1;0
10.06;585E139E;1211;M;42;1;0;0;1;0
10.06;583F9EF7;1162;M;48;1;0;0;1;0
10.06;58587ED1;1139;;;0;1;0;1;0
10.06;582A5B45;1300;;;0;1;0;1;1
10.06;58332E9F;1025;;;0;1;0;2;1
10.06;583ED49E;1041;F;;1;0;0;1;0
10.06;585E7F10;1034;M;44;1;0;0;2;1
10.06;582393E2;1042;;;1;1;0;1;1
10.06;580A0E42;1142;F;39;1;0;0;1;0
10.06;581BAC76;1214;F;39;1;0;0;2;1
10.06;5824D731;1042;;;1;1;0;1;0
10.06;583CA575;1213;M;44;1;0;0;1;0
10.06;5824091A;1034;F;58;1;0;0;4;1
10.06;584A0076;1186;F;70;1;0;0;1;1
10.06;58155439;1117;;;0;1;0;4;1
10.06;581FDB2F;1105;M;35;1;0;0;3;1
10.06;5805F9A3;1453;;;0;1;0;1;1
10.06;580FA1BF;1134;M;31;1;0;0;1;0
10.06;585EBF0E;1211;M;42;1;0;0;1;0
10.06;58227371;1149;;;0;1;0;1;1
10.06;58472283;1389;;;0;1;0;1;1
10.06;5801AA50;1211;M;42;1;0;0;1;0
10.06;582F1BDC;1013;M;46;1;0;0;1;1
10.06;5806404D;1149;;;1;1;0;1;1
10.06;58133A25;1389;;;0;1;0;1;1
10.06;58414970;1042;;;1;1;0;1;1
10.06;580A42F1;1163;F;42;1;0;0;1;0
10.06;58411EB6;1051;;;0;1;0;1;1
10.06;580ECE29;1148;F;81;1;0;0;1;0
10.06;5829408C;1141;F;55;1;0;0;1;1
10.06;581D258D;1119;;;0;1;0;2;1
10.06;581CF63E;1138;;;0;1;0;1;1
10.06;5835062B;1112;;;1;1;0;1;0
10.06;584A4441;1048;M;38;1;0;0;1;0
10.06;584B0E8B;1137;M;57;1;0;0;3;1
10.06;58275AF4;1042;;;1;1;0;1;1
10.06;5802651E;1149;;;0;1;0;1;1
10.06;5859179E;1222;;;0;1;0;1;1
10.06;58302CBF;1117;;;0;1;0;2;1
10.06;5818E769;1196;M;40;1;0;0;4;1
10.06;5805F0A0;1133;;;1;1;0;4;1
10.06;58427A18;1211;M;42;1;0;0;1;0
10.06;584F4A0A;1042;;;1;1;0;1;1
10.06;584B73AE;1044;;;0;1;0;2;1
10.06;583142D4;1111;M;67;1;0;0;1;0
10.06;5806B589;1476;;;0;1;0;5;1
10.06;5804C566;1325;;;0;1;0;5;1
10.06;5820A793;1211;M;42;1;0;0;1;1
10.06;585CBB43;1138;;;1;1;0;1;1
10.06;5823E7CE;1101;F;52;1;0;0;1;1
10.06;5819FB44;1215;M;49;1;0;0;4;1
10.06;5827143D;1300;;;0;1;0;1;0
10.06;5844AB15;1108;M;38;1;0;0;2;0
10.06;58419DC8;1118;M;47;1;0;0;1;1
10.06;58078FCA;1073;;;1;0;0;1;0
10.06;58355AC6;1032;M;40;1;0;0;1;0
10.06;5841DD56;1519;;;0;1;0;2;1
10.06;585DC64B;1223;M;60;1;0;0;1;1
10.06;584BA5E0;1087;;;0;1;0;1;1
10.06;582233DB;1300;;;0;1;0;1;1
10.06;5811FC29;1144;M;77;1;0;0;1;1
10.06;584B6CA5;1152;F;35;1;0;0;1;1
10.06;581F49B0;1042;;;1;1;0;1;0
10.06;580FB3F5;1112;M;47;1;0;0;3;1
10.06;58008B15;1026;;;0;1;0;1;1
10.06;585DD664;1214;M;25;1;0;0;1;1
10.06;580369F3;1034;;;0;1;0;2;1
10.06;582641A3;1041;F;47;1;0;0;1;0
10.06;581C28F2;1211;M;42;1;0;0;1;0
10.06;5818E91D;1194;;;0;1;0;5;1
10.06;581E1E07;1211;M;42;1;0;0;1;0
10.06;5828D050;1039;M;66;1;0;1;1;1
10.06;581CE8C8;1211;M;42;1;0;0;1;0
10.06;580B594E;1183;M;50;1;0;0;1;1
10.06;5844EA0F;1215;M;49;1;0;0;1;1
10.06;58252B8A;1165;;;1;1;0;1;1
10.06;585D0019;1211;M;42;1;0;0;1;1
10.06;582343FF;1087;;;0;1;0;1;1
10.06;58588376;1224;;;1;1;0;1;0
10.06;584C181A;1211;M;42;1;0;0;1;0
10.06;5826FA02;1105;F;53;1;0;0;1;1
10.06;581E3719;1062;M;78;1;0;1;2;1
10.06;584BA6A9;1142;;;0;1;0;4;1
10.06;585916A2;1214;M;30;1;0;0;1;1
10.06;583A9120;1013;;;1;1;0;1;1
10.06;582099AB;1136;;;1;1;0;3;1
10.06;5813F82F;1118;;;1;0;0;1;1
10.06;5828D525;1136;;;0;1;0;1;0
10.06;58253E9B;1224;;;1;1;0;3;1
10.06;58362913;1195;M;39;1;0;0;1;0
10.06;581F1666;1475;;;1;1;0;1;1
10.06;58393799;1171;M;28;1;0;0;1;0
10.06;583F8CD8;1475;;;0;1;0;1;1
10.06;58112D9E;1077;F;52;1;0;0;5;1
10.06;580671F3;1042;;;1;1;0;1;1
10.06;58473E95;1043;F;45;1;0;0;1;1
10.06;585DBDC8;1014;;;1;1;0;3;1
10.06;58070671;1087;;;0;1;0;1;1
10.06;58108651;1117;;;0;1;0;1;1
10.06;58171097;1211;M;42;1;0;0;1;0
10.06;5828A4C0;1042;;;1;1;0;1;1
10.06;580C6C4F;1389;;;0;1;0;1;1
10.06;581EE1BF;1106;F;66;1;0;0;2;1
10.06;580D518A;1034;;;0;1;0;1;1
10.06;58172437;1144;F;;1;0;0;1;0
10.06;58256627;1204;M;57;1;0;0;1;1
10.06;582AC96C;1182;M;35;1;0;0;1;1
10.06;585D84EC;1074;M;;1;0;0;1;0
10.06;581A7B9F;1368;;;0;1;0;1;1
10.06;5836B905;1042;;;1;1;0;1;0
10.06;585FD4D6;1211;M;42;1;0;0;1;1
10.06;583C0EDE;1088;;;1;0;0;1;1
10.06;583ED473;1087;;;0;1;0;1;1
10.06;582240F7;1117;;;0;1;0;1;1
10.06;58395D3E;1211;M;42;1;0;0;1;0
10.06;585D1F5B;1046;;;1;1;0;1;0
10.06;584FD768;1016;F;66;1;0;0;4;1
10.06;58377A44;1155;;;0;1;0;2;1
10.06;585FE696;1117;;;0;1;0;2;1
10.06;5827028E;1148;M;;1;0;0;1;1
10.06;5834B3F2;1211;M;42;1;0;0;1;0
10.06;584F9B61;1215;M;49;1;0;0;1;1
10.06;5843C597;1144;M;53;1;0;0;1;1
10.06;582FE2F0;1300;;;0;1;0;1;1
10.06;5822C47C;1042;;;1;1;0;1;0
10.06;5838C0D7;1016;M;68;1;0;0;2;1
10.06;58338E86;1012;;;0;1;0;2;1
10.06;580FA747;1047;M;41;1;0;0;1;1
10.06;5822F18C;1132;;;0;1;0;1;1
10.06;580EB97C;1078;F;40;1;0;0;1;1
10.06;580102FF;1188;F;71;1;0;0;2;1
10.06;58120FE3;1191;;;0;1;0;1;1
10.06;5843826D;1026;;;0;1;0;1;1
10.06;583CC6E8;1186;M;52;1;0;0;4;1
10.06;5816AD9D;1211;;;1;1;0;1;0
10.06;58270B9C;1215;M;49;1;0;0;1;0
10.06;584948EF;1068;;;0;1;0;3;1
10.06;581EB4FA;1211;M;42;1;0;0;1;1
10.06;58058EA3;1068;M;24;1;0;0;1;1
10.06;580E6797;1054;;;0;1;0;1;1
10.06;585C0B17;1078;;;0;1;0;1;0
10.06;58029EFB;1013;F;46;1;0;0;3;1
10.06;584DC9C3;1041;M;37;1;0;0;1;0
10.06;583F221A;1124;F;51;1;0;0;4;1
10.06;58467777;1152;;;0;1;0;2;1
10.06;584B3A1F;1119;;;0;1;0;1;1
10.06;584673A2;1186;;;0;1;0;2;1
10.06;585EFF6B;1076;F;53;1;0;1;2;1
10.06;5839A807;1138;F;55;1;0;0;1;1
10.06;58021224;1039;M;48;1;0;0;1;0
10.06;583A470B;1211;;;1;0;0;2;1
10.06;5842D2F2;1184;M;33;1;0;0;1;1
10.06;58185482;1204;F;57;1;0;0;1;1
10.06;582F1EE8;1101;M;25;1;0;0;2;1
10.06;58263B0C;1116;;;0;1;0;1;1
10.06;585925FF;1117;;;0;1;0;2;0
10.06;58408ED5;1164;;;0;1;0;1;1
10.06;5804A354;1119;F;75;1;0;0;1;0
10.06;582E34D6;1224;M;73;1;0;0;3;1
10.06;583B91E8;1215;M;49;1;0;0;1;1
10.06;58286EAE;1135;;;0;1;0;1;1
10.06;582C9DC9;1041;F;49;1;0;0;1;0
10.06;5814F82D;1162;M;43;1;0;0;1;0
10.06;5825D2EE;1131;F;62;1;0;0;1;1
10.06;581BB208;1171;;;0;1;0;1;1
10.06;584981FF;1036;;;1;1;0;1;1
10.06;584B62A0;1138;F;61;1;0;1;1;1
10.06;581E7145;1191;;;0;1;0;3;1
10.06;58050B4A;1152;F;30;1;0;0;1;0
10.06;585FC0F4;1025;F;18;1;0;0;1;1
10.06;58359E9F;1103;;;0;1;0;1;1
10.06;585A063B;1016;;;0;1;0;1;1
10.06;583E4C9D;1149;;;0;1;0;1;1
10.06;583F8946;1126;F;63;1;0;0;1;1
10.06;58341381;1042;;;1;1;0;1;1
10.06;584B86CA;1205;M;46;1;0;0;1;0
10.06;581E7668;1192;M;39;1;0;0;2;1
10.06;584E5B4F;1145;M;;1;0;0;1;0
10.06;584F4496;1116;M;35;1;0;0;1;1
10.06;582A8FB4;1029;;;0;1;0;2;1
10.06;585DF33E;1157;F;52;1;0;0;1;1
10.06;581102EA;1083;F;61;1;0;0;2;1
10.06;5807541E;1116;;;0;1;0;1;1
10.06;5802797C;1237;;;0;1;0;2;1
10.06;581C4B69;1042;;;1;1;0;1;0
10.06;585A7253;1042;;;1;1;0;1;1
10.06;581C31A5;1033;;;0;1;0;1;1
10.06;58392545;1213;M;44;1;0;0;2;0
10.06;5801FC4B;1108;M;38;1;0;0;1;0
10.06;58255683;1185;F;53;1;0;0;1;1
10.06;582F26EB;1061;;;0;1;0;2;1
10.06;5820C875;1113;M;45;1;0;0;1;1
10.06;580855FD;1033;M;42;1;0;0;1;1
10.06;581D4195;1021;;;0;1;0;1;1
10.06;580EA30B;1138;M;;1;0;0;1;0
10.06;58077E32;1214;M;33;1;0;0;1;0
10.06;58085B9B;1205;M;38;1;0;0;2;1
10.06;5858E2F6;1106;;;0;1;0;1;1
10.06;580CC002;1149;M;89;1;0;0;1;0
10.06;5804DDF1;1253;;;0;1;0;1;1
10.06;5811C7DD;1135;;;0;1;0;1;1
10.06;58293BCC;1162;;;1;1;0;1;1
10.06;584831B9;1475;;;0;1;0;1;1
10.06;5809EF5D;1300;;;0;1;0;1;1
10.06;5840B835;1201;F;42;1;0;0;1;1
10.06;581AD564;1073;F;45;1;0;0;1;0
10.06;58003C5E;1453;;;0;1;0;1;1
10.06;582A21E6;1211;M;42;1;0;0;1;0
10.06;5842F23F;1453;;;0;1;0;1;1
10.06;583B947A;1051;F;45;1;0;0;1;0
10.06;583E3F01;1453;;;0;1;0;1;1
10.06;582003EB;1204;F;67;1;0;0;3;1
10.06;58148467;1211;M;42;1;0;0;1;1
10.06;5841C66C;1215;M;49;1;0;0;1;0
10.06;5828E9CE;1211;M;42;1;0;0;1;1
10.06;580889FA;1205;M;;1;1;0;3;1
10.06;58276F48;1136;F;40;1;0;0;2;1
10.06;5832A5BF;1211;M;42;1;0;0;1;1
10.06;585986D0;1106;;;0;1;0;2;1
10.06;58178D86;1222;;;0;1;0;1;1
10.06;58056E24;1085;M;49;1;0;0;3;1
10.06;5829F060;1103;;;0;1;0;1;1
10.06;5823BDAC;1112;;;0;1;0;1;1
10.06;581D6EEE;1066;;;0;1;0;1;1
10.06;5846B176;1116;M;48;1;0;0;1;1
10.06;585D4555;1091;;;0;1;0;2;1
10.06;58200F23;1133;;;0;1;0;1;1
10.07;582F441F;1157;M;60;1;0;0;1;1
10.07;5848F9FB;1215;M;49;1;0;0;1;1
10.07;583B6D53;1184;M;37;1;0;0;5;1
10.07;58351AB4;1103;;;0;1;0;1;1
10.07;58169304;1048;F;60;1;0;0;1;1
10.07;582D41BC;1085;M;35;1;0;0;3;1
10.07;58062904;1214;M;30;1;0;0;1;0
10.07;585F8349;1116;;;0;1;0;1;1
10.07;5848E616;1204;;;0;1;0;3;1
10.07;5839C774;1087;M;36;1;0;0;4;1
10.07;5812706F;1013;M;46;1;0;0;1;1
10.07;585C4413;1453;;;0;1;0;1;0
10.07;5800B26E;1211;M;42;1;0;0;1;1
10.07;5819708F;1028;F;41;1;0;0;3;1
10.07;583EF62D;1082;;;0;1;0;5;0
10.07;582B0AC8;1163;M;;1;0;0;1;0
10.07;5859E8CB;1157;F;56;1;0;0;1;1
10.07;580F3798;1300;;;0;1;0;1;1
10.07;58268C0C;1205;F;76;1;0;0;1;0
10.07;582FF943;1204;M;35;1;0;0;2;1
10.07;5802312B;1025;F;;1;0;0;1;1
10.07;5818E673;1171;M;39;1;0;0;1;0
10.07;583279DD;1039;M;46;1;0;0;2;1
10.07;584E2C96;1054;;;0;1;0;1;1
10.07;5839C90E;1211;M;42;1;0;0;1;0
10.07;582F4C9C;1164;F;49;1;0;0;1;0
10.07;5845E52D;1115;F;53;1;0;0;3;1
10.07;581E72E9;1300;;;0;1;0;1;1
10.07;5804A6C1;1133;;;0;1;0;2;1
10.07;5832437C;1205;M;;1;1;0;2;0
10.07;585AA99F;1062;;;1;1;0;1;1
10.07;58423484;1211;M;42;1;0;0;1;1
10.07;580AE19A;1193;;;1;1;0;1;0
10.07;5817F5F1;1149;M;;1;0;0;1;0
10.07;58083662;1213;F;48;1;0;0;2;1
10.07;58486141;1215;M;49;1;0;0;1;1
10.07;58368163;1136;M;42;1;0;0;3;1
10.07;58314B57;1221;F;78;1;0;0;1;0
10.07;581C16BB;1091;;;1;1;0;1;1
10.07;585F971F;1193;;;1;0;0;1;0
10.07;5809DD17;1192;F;43;1;0;0;2;1
10.07;58211483;1034;M;76;1;0;0;4;1
10.07;581D245D;1094;M;46;1;0;0;3;1
10.07;581C0A24;1601;;;0;1;0;1;1
10.07;58103A32;1453;;;0;1;0;1;1
10.07;5859C78B;1132;;;1;1;0;1;1
10.07;585AC71B;1453;;;0;1;0;1;1
10.07;580026DF;1126;;;1;1;0;1;1
10.07;581345E1;1453;;;0;1;0;1;1
10.07;58212AD1;1138;;;0;1;0;1;1
10.07;5814B541;1012;;;0;1;0;3;0
10.07;582E379E;1136;;;1;1;0;2;1
10.07;5816E1B1;1223;M;29;1;0;0;2;1
10.07;5809220B;1202;M;54;1;0;0;3;1
10.07;5832F076;1112;;;1;1;0;1;0
10.07;585EFD00;1044;;;0;1;0;1;1
10.07;585FB6F1;1211;M;42;1;0;0;1;1
10.07;583F39CE;1074;M;63;1;0;0;1;0
10.07;584F652E;1203;M;56;1;0;0;2;1
10.07;58029B16;1042;;;1;1;0;1;1
10.07;580EAB25;1147;;;1;0;0;1;0
10.07;583092EF;1215;M;49;1;0;0;1;1
10.07;58046487;1042;;;1;1;0;1;1
10.07;58239FA0;1144;F;46;1;0;0;3;1
10.07;58170B00;1108;M;38;1;0;0;1;1
10.07;583CFBA8;1051;;;0;1;0;1;1
10.07;5835E0CF;1300;;;0;1;0;1;1
10.07;58449AB8;1042;;;1;1;0;1;1
10.07;581F3A84;1117;;;0;1;0;1;1
10.07;581A29A0;1048;;;0;1;0;1;1
10.07;5801DD61;1162;M;47;1;0;0;1;0
10.07;58460427;1047;;;0;1;0;1;1
10.07;5842F24B;1115;;;0;1;0;1;1
10.07;582CC5A5;1117;;;0;1;0;1;0
10.07;584484E1;1043;;;0;1;0;2;1
10.07;58215EF2;1071;;;1;1;0;1;0
10.07;584024C3;1132;M;45;1;0;0;1;1
10.07;5836B04B;1215;M;49;1;0;0;1;1
10.07;58494713;1171;M;23;1;0;0;3;1
10.07;5800D194;1055;;;0;1;0;1;0
10.07;58056EFC;1042;;;1;1;0;1;1
10.07;581ED8FE;1108;M;38;1;0;0;1;0
10.07;5823DC94;1215;M;49;1;0;0;1;0
10.07;585853C3;1149;;;0;1;0;1;1
10.07;58442AE8;1211;F;63;1;0;0;2;0
10.07;581D93E7;1116;;;0;1;0;1;1
10.07;5819EC94;1194;;;0;1;0;1;1
10.07;58325CA1;1015;;;1;1;0;1;1
10.07;58476B3C;1215;F;67;1;0;0;1;1
10.07;584AF935;1043;;;1;1;0;2;1
10.07;58419BC5;1453;;;0;1;0;1;1
10.07;58266AA0;1082;;;1;0;0;1;0
10.07;58055C22;1043;;;0;1;0;1;1
10.07;585FFC6F;1116;;;0;1;0;1;1
10.07;5837C934;1021;;;0;1;0;2;1
10.07;58069DE4;1215;M;49;1;0;0;1;1
10.07;584AA144;1161;;;1;1;0;2;0
10.07;5808F78F;1185;F;43;1;0;0;2;1
10.07;58464EA7;1118;M;51;1;0;0;3;1
10.07;58280854;1205;M;39;1;0;0;1;1
10.07;580A4B73;1052;;;1;0;0;1;0
10.07;5842AC70;1194;M;43;1;0;0;3;1
10.07;580F8E5C;1182;M;47;1;0;0;1;0
10.07;58203F38;1044;;;0;1;0;1;1
10.07;583AC61F;1119;M;;1;1;0;4;1
10.07;5805CC68;1034;;;0;1;0;5;1
10.07;5825DD6D;1223;;;0;1;0;1;0
10.07;58433225;1237;F;29;1;0;0;1;0
10.07;581D8A84;1033;F;29;1;0;0;2;1
10.07;584E999C;1033;;;0;1;0;1;1
10.07;5808FA5A;1043;M;;1;0;0;1;0
10.07;580DA828;1035;F;76;1;0;1;1;1
10.07;580657AF;1142;F;43;1;0;0;2;1
10.07;58119214;1082;;;0;1;0;1;1
10.07;58189D56;1042;;;0;1;0;1;1
10.07;583D8914;1012;;;0;1;0;3;1
10.07;58002661;1213;M;50;1;0;0;4;1
10.07;58321929;1162;F;;1;0;0;1;0
10.07;582AE2FF;1172;F;43;1;0;0;1;1
10.07;582BA8AC;1119;;;0;1;0;2;1
10.07;5817A3E5;1039;M;42;1;0;0;1;0
10.07;58349AEF;1051;;;0;1;0;1;1
10.07;585D605C;1734;;;0;1;0;4;1
10.07;583DEFAA;1181;F;66;1;0;0;1;1
10.07;584E633D;1300;;;0;1;0;1;1
10.07;5819032D;1215;M;49;1;0;0;1;1
10.07;5810FD5A;1103;M;26;1;0;0;2;1
10.07;58199037;1042;;;1;1;0;1;0
10.07;581C68AE;1214;M;30;1;0;0;1;0
10.07;584E11D3;1042;;;0;1;0;1;1
10.07;580E6D3F;1052;;;1;1;0;2;1
10.07;584690FF;1013;M;46;1;0;0;1;1
10.07;580D1574;1453;;;0;1;0;1;1
10.07;5826A778;1118;M;;1;0;0;1;0
10.07;5831AC31;1138;;;0;1;0;3;1
10.07;58185343;1042;;;1;1;0;1;1
10.07;58359B65;1195;;;0;1;0;3;1
10.07;582B40A5;1037;;;0;1;0;1;1
10.07;583CB983;1141;M;61;1;0;0;1;0
10.07;580BFFFE;1215;M;49;1;0;0;1;1
10.07;5845BB24;1173;M;70;1;0;0;3;1
10.07;582EC72D;1453;;;0;1;0;1;1
10.07;58413AB3;1211;M;42;1;0;0;1;1
10.07;5858BFAC;1225;F;28;1;0;0;3;1
10.07;58011B5C;1182;;;1;1;0;2;1
10.07;5844C248;1021;M;;1;1;0;3;1
10.07;58452456;1047;M;26;1;0;0;3;1
10.07;581E635C;1034;;;1;1;0;2;1
10.07;583DC3D2;1085;;;0;1;0;2;1
10.07;580D5A9A;1211;F;27;1;0;0;2;1
10.07;5810527F;1133;;;1;1;0;1;0
10.07;5819B6A2;1141;M;64;1;0;0;3;1
10.07;581132D3;1188;F;24;1;0;0;1;1
10.07;582693C3;1215;M;49;1;0;0;1;1
10.07;580E8D32;1083;;;1;1;0;1;1
10.07;5831C6B6;1108;M;38;1;0;0;1;0
10.07;5847E266;1103;;;0;1;0;1;1
10.07;58009BDD;1453;;;0;1;0;1;1
10.07;583CBD83;1117;;;0;1;0;1;1
10.07;5823A384;1132;;;0;1;0;1;1
10.07;581678B7;1152;F;55;1;0;0;3;1
10.07;58416463;1211;M;42;1;0;0;1;1
10.07;5815B9D6;1554;;;0;1;0;1;0
10.07;581C428F;1181;M;36;1;0;0;1;1
10.07;582C51F4;1194;F;;1;0;0;1;0
10.07;583D28BB;1173;F;27;1;0;0;4;1
10.07;583566CE;1215;M;49;1;0;0;1;1
10.07;5819CF0B;1215;M;49;1;0;0;1;1
10.07;5806383F;1087;;;0;1;0;2;1
10.07;585FCE76;1211;M;42;1;0;0;1;0
10.07;584D09F9;1149;;;0;1;0;1;1
10.07;581AB107;1124;;;0;1;0;1;1
10.07;5801E488;1101;;;0;1;0;1;0
10.07;585C57A5;1042;;;1;1;0;1;0
10.07;58324BCB;1193;F;25;1;0;0;2;1
10.07;5811A3B8;1033;;;0;1;0;1;1
10.07;581328D3;1507;;;0;1;0;1;1
10.07;58309CD7;1039;M;33;1;0;0;3;1
10.07;5829F5A4;1042;;;1;1;0;1;1
10.07;5804A8CF;1046;;;1;1;0;1;1
10.07;58161EE0;1115;;;0;1;0;1;1
10.07;58470E76;1388;;;0;1;0;1;1
10.07;581B1835;1042;;;1;1;0;1;0
10.07;583A5801;1082;;;1;1;0;3;1
10.07;584720C0;1161;F;40;1;0;0;1;0
10.07;582C9351;1042;;;1;1;0;1;1
10.07;581A06D3;1084;M;42;1;0;0;1;0
10.07;582B79B4;1325;;;0;1;0;1;1
10.07;581F3DD2;1213;F;80;1;0;0;2;1
10.07;585D5393;1204;F;49;1;0;0;1;0
10.07;580F8509;1117;;;0;1;0;1;1
10.07;582DF6A0;1147;F;41;1;0;0;1;0
10.07;582AAF88;1133;;;0;1;0;3;0
10.07;584DDC6C;1214;M;22;1;0;0;4;1
10.07;583300D9;1044;;;0;1;0;1;1
10.07;5835F0F1;1084;M;54;1;0;0;3;1
10.07;580EAD0A;1125;F;63;1;0;0;1;0
10.07;583FAF3F;1064;M;;1;0;0;1;0
10.07;585F66AA;1039;F;38;1;0;0;1;0
10.07;58262F5D;1133;F;82;1;0;0;1;1
10.07;58075AAB;1108;M;38;1;0;0;1;0
10.07;5841D412;1188;;;1;1;0;1;1
10.07;58367E41;1048;F;50;1;0;0;1;1
10.07;583A28A4;1186;F;38;1;0;0;1;1
10.07;58381A60;1174;M;48;1;0;0;1;1
10.07;582F53C2;1105;;;1;0;0;2;1
10.07;5831F93C;1101;M;20;1;0;0;1;0
10.07;5808D984;1131;;;0;1;0;1;1
10.07;585C4E34;1121;F;;1;0;0;1;0
10.07;585EE558;1196;M;66;1;0;0;1;1
10.07;580D7C91;1095;;;0;1;0;1;1
10.07;58326B96;1042;;;1;1;0;1;1
10.07;583CF582;1214;M;30;1;0;0;1;1
