megye;varos;uzlet_tipus;uzlet_nev;uzlet_cim;ertekesites;ugyfelszolgalat;atvetel;latitude;longitude;nyitvatartas
Budapest;Budapest, XIII. kerület;Pick Pack Pont;Sportfactory - Duna Plaza;Duna Plaza bevásárlóközpont 1134 XIII. kerület, Vác út 178 (II.szint, Mc Donalds mellett);0;0;1;47.549376;19.072893;Hétfő - Szombat: 9:45-21:00,Vasárnap: Zárva
Budapest;Budapest, XIV. kerület;Telekom partner;Mille Mobil Kft. (Sugár Üzletközpont);1148 XIV. kerület, Örs Vezér tere tere 24.;1;1;1;47.503403999999996;19.136792;Hétfő - Szombat: 9:00-20:00,Vasárnap: 9:00-17:00
Budapest;Budapest, XIV. kerület;Telekom partner;MOBILKER TEAM Kft. (Tesco);1149 XIV. kerület, Pillangó út 15.;1;1;1;47.504394;19.116678;Hétfő - Szerda: 9:00-20:00,Csütörtök: 8:00-20:00,Péntek - Szombat: 9:00-20:00,Vasárnap: 9:00-19:00
Budapest;Budapest, XIV. kerület;Pick Pack Pont;Inmedio-Rákosfalva Park;1142 XIV. kerület, Rákosfalva park 1-3 (Lakótelep, szolgáltatóháznál);0;0;1;47.5069576;19.1444385;Hétfő - Péntek: 7:00-18:00,Szombat: 7:00-15:00,Vasárnap: Zárva
Budapest;Budapest, XIV. kerület;Pick Pack Pont;OMV-Fogarasi út;1149 XIV. kerület, Fogarasi út 56/a;0;0;1;47.5047833;19.1205336;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XIV. kerület;Pick Pack Pont;OMV-Hungária krt. 116-118;1141 XIV. kerület, Hungária körút 116-118;0;0;1;47.50853;19.101894;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XIV. kerület;Pick Pack Pont;OMV - Hungária krt. 175-177.;1146 XIV. kerület, Hungária körút 175-177;0;0;1;47.51704669999999;19.091479999999997;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XIV. kerület;Pick Pack Pont;OMV-Kacsóh Pongrác út;1142 XIV. kerület, Kacsóh Pongrác út 131;0;0;1;47.532791499999995;19.1022392;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XIV. kerület;Pick Pack Pont;OMV-Kerepesi út 22.;1145 XIV. kerület, Kerepesi út 22;0;0;1;47.500127;19.105960999999997;Hétfő - Vasárnap: 6:00-23:00
Budapest;Budapest, XIV. kerület;Pick Pack Pont;OMV-Tengerszem u.;1142 XIV. kerület, Tengerszem utca 61-67;0;0;1;47.534708200000004;19.1022028;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XIV. kerület;Pick Pack Pont;Playersroom-Mexikói út;1142 XIV. kerület, Mexikói út 70.;0;0;1;47.51963663036828;19.09087430521015;Hétfő - Péntek: 10:00-19:00,Szombat - Vasárnap: Zárva
Budapest;Budapest, XIV. kerület;Pick Pack Pont;Playmax - Nagyker FILA;FILA Nagyker. áruház 1142 XIV. kerület, Szőnyi út 2 (BVSC épülete mellett, a Don Pepe étteremtől néhány méterre.);0;0;1;47.523030600000006;19.093081899999998;Hétfő - Péntek: 9:00-18:00,Szombat: 10:00-14:00,Vasárnap: Zárva
Budapest;Budapest, XIV. kerület;Pick Pack Pont;Relay-Arena Buszpályaudvar;Stadionok metrómegálló 1143 XIV. kerület, Stefánia út 2 (Busz pályaudvar üzletsor, lépcső mellett balra);0;0;1;47.501927177189295;19.107473444458037;Hétfő - Péntek: 4:00-20:30,Szombat: 4:00-19:00,Vasárnap: Zárva
Budapest;Budapest, XIV. kerület;Pick Pack Pont;Relay FC - Stadionok Metró;Stadionok metrómegálló 1143 XIV. kerület, Népstadion;0;0;1;47.5003645472406;19.10733506989743;Hétfő - Péntek: 5:00-19:00,Szombat: 5:00-14:00,Vasárnap: 6:00-12:00
Budapest;Budapest, XIV. kerület;Pick Pack Pont;Relay-Mexikói út Metró;Mexikói út metrómegálló 1142 XIV. kerület, Mexikói út (Kisföldalatti kijáratával szemben);0;0;1;47.51960368554847;19.09109303805394;Hétfő - Péntek: 5:00-18:00,Szombat: 6:00-14:00,Vasárnap: 6:00-12:00
Budapest;Budapest, XIV. kerület;Pick Pack Pont;Robotguru-Istvánmezei út;1146 XIV. kerület, Istvánmezei út 6.;0;0;1;47.50482221840587;19.0928642883606;Hétfő - Péntek: 10:00-18:00,Szombat: 10:00-16:00,Vasárnap: Zárva
Budapest;Budapest, XV. kerület;Telekom partner;Sasvári Kft. (Pólus Center);Pólus Center bevásárlóközpont 1152 XV. kerület, Szentmihályi út 131.;1;1;1;47.551514000000005;19.138835;Hétfő - Szombat: 10:00-20:00,Vasárnap: 10:00-19:00
Budapest;Budapest, XV. kerület;Telekom üzlet;Pólus Center galéria;Pólus Center bevásárlóközpont 1152 XV. kerület, Szentmihályi út 131. (galéria);1;1;1;47.551514000000005;19.138835;Hétfő - Szombat: 10:00-20:00,Vasárnap: 10:00-19:00
Budapest;Budapest, XV. kerület;Pick Pack Pont;Dorko - Pólus Dorko;Pólus Center bevásárlóközpont 1152 XV. kerület, Szentmihályi út 131. (A Tescóhoz közel, a Douglasszel szemben.);0;0;1;47.551514000000005;19.138835;Hétfő - Szombat: 9:45-20:15,Vasárnap: 9:45-19:45
Budapest;Budapest, XV. kerület;Pick Pack Pont;Inmedio-Páskomliget;1156 XV. kerület, Páskomliget út (A Páskomliget u. piac buszmegállójában található Inmedio.);0;0;1;47.54481212336274;19.138945769064318;Hétfő - Péntek: 5:00-18:00,Szombat: 6:00-13:00,Vasárnap: 6:00-12:00
Budapest;Budapest, XV. kerület;Pick Pack Pont;Inmedio-Pólus Center;Pólus Center bevásárlóközpont 1152 XV. kerület, Szentmihályi út 131 (Tesco felöli bejáratnál lévő újságárus bolt);0;0;1;47.551514000000005;19.138835;Hétfő - Csütörtök: 8:00-20:00,Péntek - Szombat: 8:00-21:00,Vasárnap: 10:00-20:00
Budapest;Budapest, XV. kerület;Pick Pack Pont;OMV-Alkotmány u.;1155 XV. kerület, Alkotmány utca 14-20.;0;0;1;47.544607899999995;19.116160999999998;Hétfő - Vasárnap: 6:00-23:00
Budapest;Budapest, XV. kerület;Pick Pack Pont;OMV-Széchenyi tér;1152 XV. kerület, Széchenyi tér 1;0;0;1;47.5605718;19.1209905;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XV. kerület;Pick Pack Pont;OMV-Szentmihályi út;1152 XV. kerület, Szentmihályi út 131;0;0;1;47.551514000000005;19.138835;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XV. kerület;Pick Pack Pont;Playersroom - Pólus Fila;Pólus Center bevásárlóközpont 1152 XV. kerület, Szentmihályi út 131 (Középső bejárat, gyógyszertárral szemben.);0;0;1;47.551514000000005;19.138835;Hétfő - Szombat: 9:45-20:15,Vasárnap: Zárva
Budapest;Budapest, XV. kerület;Pick Pack Pont;Sportfactory - Pólus Center;Pólus Center bevásárlóközpont 1157 XV. kerület, Szentmihályi út 131 (Mozival szemben lévő kis folyosón.);0;0;1;47.551514000000005;19.138835;Hétfő - Szombat: 10:00-20:00,Vasárnap: Zárva
Budapest;Budapest, XVI. kerület;Pick Pack Pont;MOL-Arany János u.;MOL töltőállomás 1165 XVI. kerület, Arany János utca 106.;0;0;1;47.5221776;19.185233;Hétfő - Vasárnap: 6:00-22:00
Budapest;Budapest, XVI. kerület;Pick Pack Pont;OMV - Csömöri-Szlovák sarok;1162 XVI. kerület, Szlovák út 79. (Csömöri u. - Szlovák u. sarok);0;0;1;47.53500040000001;19.180898000000003;Hétfő - Vasárnap: 6:00-22:00
Budapest;Budapest, XVI. kerület;Pick Pack Pont;OMV-Szabadföldi út;1164 XVI. kerület, Szabadföldi út 1;0;0;1;47.517548;19.213907;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XVII. kerület;Telekom partner;Mille Mobil Kft. (Pesti úti Tesco);1173 XVII. kerület, Pesti út 5-7.;1;1;1;47.4843958;19.227742000000003;Hétfő - Szombat: 9:00-20:00,Vasárnap: 9:00-17:00
Budapest;Budapest, XVII. kerület;Pick Pack Pont;OMV-Cinkotai út;1172 XVII. kerület, Cinkotai út 51;0;0;1;47.49417678463386;19.241669124884087;Hétfő - Vasárnap: 5:00-22:00
Budapest;Budapest, XVII. kerület;Pick Pack Pont;OMV-Pesti út;1173 XVII. kerület, Pesti út 18;0;0;1;47.4840875;19.2354205;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XVIII. kerület;Pick Pack Pont;MOL - Üllői út;1182 XVIII. kerület, Üllői út 661,;0;0;1;47.434331;19.202279;Hétfő - Vasárnap: 6:00-22:00
Budapest;Budapest, XVIII. kerület;Pick Pack Pont;OMV-Alacskai út;OMV töltőállomás 1182 XVIII. kerület, Alacskai út 1;0;0;1;47.41676610224988;19.206828598672477;Hétfő - Vasárnap: 6:00-21:00
Budapest;Budapest, XVIII. kerület;Pick Pack Pont;OMV-Haladás u.;1183 XVIII. kerület, Haladás utca 39;0;0;1;47.4459023;19.1901158;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XVIII. kerület;Pick Pack Pont;Relay-Ferihegy 2/B;Ferihegy 2/B reptér 1185 XVIII. kerület, Ferihegy (2/B Terminál érkezési szint);0;0;1;47.432180133264005;19.26051871031189;Hétfő - Vasárnap: 8:30-21:30
Budapest;Budapest, XIX. kerület;Telekom partner;ELASTIC'91 Kft. (Europark);Europark bevásárlóközpont 1191 XIX. kerület, Üllői út 201-231;1;1;1;47.46375689999999;19.129759600000003;Hétfő - Szombat: 9:00-20:00,Vasárnap: 9:00-18:00
Budapest;Budapest, XIX. kerület;Telekom üzlet;Europark;Europark bevásárlóközpont 1195 XIX. kerület, Üllői út 201.;1;1;1;47.462928000000005;19.130379;Hétfő - Péntek: 9:00-19:00,Szombat - Vasárnap: 9:00-17:00
Budapest;Budapest, XIX. kerület;Telekom üzlet;Köki;KÖKI Terminál bevásárlóközpont 1191 XIX. kerület, Vak Bottyán utca 75. a-c (I. emelet);1;1;1;47.461654700000004;19.1487205;Hétfő - Szombat: 10:00-20:00,Vasárnap: 10:00-18:00
Budapest;Budapest, XIX. kerület;Pick Pack Pont;HUBIZ-Köki;Köki terminál bevásárlóközpont 1191 XIX. kerület, Vak Bottyán út 75 (metró kijárat, függőfolyosóról az első bolt);0;0;1;47.461654700000004;19.1487205;Hétfő - Szombat: 6:00-20:00,Vasárnap: 8:00-19:00
Budapest;Budapest, XIX. kerület;Pick Pack Pont;Playersroom - KÖKI Terminál;KÖKI Terminál bevásárlóközpont 1191 XIX. kerület, Vak Bottyán utca 72/a-c (I. emelet Humanic-kal szemben);0;0;1;47.46270267767068;19.1457210422974;Hétfő - Szerda: 9:30-20:15,Csütörtök - Szombat: 9:30-20:30,Vasárnap: Zárva
Budapest;Budapest, XIX. kerület;Pick Pack Pont;Relay-Köki terminál emelet;Köki terminál bevásárlóközpont 1191 XIX. kerület, Vak Bottyán út 75;0;0;1;47.461654700000004;19.1487205;Hétfő - Szombat: 6:00-22:00,Vasárnap: 7:00-19:00
Budapest;Budapest, XIX. kerület;Pick Pack Pont;Relay-Köki terminál földszint;Köki Terminál bevásárlóközpont 1191 XIX. kerület, Vak Bottyán utca 75 (Üres üzletek mellett, emeleti mozgólépcsőről közelíthető meg.);0;0;1;47.461654700000004;19.1487205;Hétfő - Szombat: 6:00-20:00,Vasárnap: 8:00-18:00
Budapest;Budapest, XX. kerület;Telekom partner;ELASTIC'91 Kft.;1203 XX. kerület, Kossuth Lajos utca 31. B;1;1;1;47.43743500000001;19.101372;Hétfő - Péntek: 9:00-18:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Budapest;Budapest, XX. kerület;Pick Pack Pont;Inmedio-Megapark TESCO;TESCO bevásárlóközpont 1204 XX. kerület, Mártírok útja 281 (Az M5-ös kivezető szakaszán található Tesco jobb oldali bejáratánál található.);0;0;1;47.426963;19.145394;Hétfő - Szombat: 8:30-20:00,Vasárnap: 8:30-19:00
Budapest;Budapest, XX. kerület;Pick Pack Pont;Inmedio-Pesterzsébet;1203 XX. kerület, Kossuth Lajos utca 29 (uMeKDG1S);0;0;1;47.4358758;19.0997595;Hétfő - Péntek: 6:00-18:00,Szombat: 6:00-14:00,Vasárnap: 7:00-11:00
Budapest;Budapest, XX. kerület;Pick Pack Pont;OMV-Nagykőrösi út 185.;1202 XX. kerület, Nagykőrösi út 185.;0;0;1;47.44081560000001;19.134403;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XXI. kerület;Telekom partner;T-Voice Kft. (Csepel Plaza);1212 XXI. kerület, II. Rákóczi Ferenc út 154-170.;1;1;1;47.4245283;19.067301399999998;Hétfő - Szombat: 10:00-20:00,Vasárnap: 10:00-18:00
Budapest;Budapest, XXI. kerület;Pick Pack Pont;Inmedio-Csepel TESCO;TESCO bevásárlóközpont 1214 XXI. kerület, Salak utca 14 (II. Rákóczi Ferenc u.-i Tesco bal oldali bejáratánál a kasszasor oldalán található.);0;0;1;47.4158461;19.051661499999998;Hétfő - Vasárnap: 8:00-20:00
Budapest;Budapest, XXI. kerület;Pick Pack Pont;MOL-Kossuth u.;MOL töltőállomás 1211 XXI. kerület, Kossuth Lajos utca 7.;0;0;1;47.43812643739592;19.071308798147584;Hétfő - Vasárnap: 6:00-22:00
Budapest;Budapest, XXI. kerület;Pick Pack Pont;OMV-II. Rákóczi Ferenc u.;1214 XXI. kerület, II.Rákóczi F. út 189;0;0;1;47.414734;19.058930800000002;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XXI. kerület;Pick Pack Pont;OMV-Védgát u.;1215 XXI. kerület, Védgát utca 47;0;0;1;47.436084;19.084467999999998;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XXI. kerület;Pick Pack Pont;Relay-Csepel HÉV;Csepel HÉV-megálló 1214 XXI. kerület, Csepel utca (A csepeli HÉV végállomásánál a BKV pénztár mellett.);0;0;1;47.4177385;19.0763675;Hétfő - Péntek: 5:00-19:00,Szombat: 5:00-16:00,Vasárnap: 5:00-13:00
Budapest;Budapest, XXII. kerület;Telekom partner;GlobeTel Kft. (Campona);Campona bevásárlóközpont 1222 XXII. kerület, Nagytétényi út 37-43.;1;1;1;47.4061;19.0141;Hétfő - Szombat: 10:00-20:00,Vasárnap: 10:00-19:00
Budapest;Budapest, XXII. kerület;Pick Pack Pont;OMV-Hajó u.;1221 XXII. kerület, Hajó utca 2;0;0;1;47.4277903;19.0417875;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XXII. kerület;Pick Pack Pont;Playersroom - Campona;Campona bevásárlóközpont 1222 XXII. kerület, Nagytétényi út 37-43 (Földszint, Tescohoz közel a mozgólépcsőnél.);0;0;1;47.406742904463904;19.017172563507074;Hétfő - Szombat: 9:30-20:30,Vasárnap: Zárva
Budapest;Budapest, XXII. kerület;Pick Pack Pont;Playmax - Campona;Campona bevásárlóközpont 1222 XXII. kerület, Nagytétényi út 37-43. (Földszinten a bejárattal szemben, az UniCredit Bank mellett);0;0;1;47.406968;19.015176999999998;Hétfő - Csütörtök: 9:30-20:30,Péntek - Szombat: 9:30-21:00,Vasárnap: Zárva
Budapest;Budapest, XXII. kerület;Pick Pack Pont;Relay-Duna u. Budafoki szakrendelő;1221 XXII. kerület, Duna utca 2. (Budafoki Szakrendelő);0;0;1;47.429702;19.038493;Hétfő - Péntek: 5:00-17:00,Szombat: 5:00-12:00,Vasárnap: Zárva
Budapest;Budapest, XXIII. kerület;Telekom partner;Novala Net Kft. (Auchan);Auchan bevásárlóközpont 1239 XXIII. kerület, Bevásárló utca 2.;1;1;1;47.418937899999996;19.160038500000002;Hétfő - Szombat: 9:00-21:00,Vasárnap: 9:00-20:00
Budapest;Budapest, XXIII. kerület;Pick Pack Pont;Inmedio-Soroksár Auchan;Auchan bevásárlóközpont 1239 XXIII. kerület, Bevásárló utca 2 (Az M5-ös bevezető szakaszán található Auchanban. A 3-4-5 kasszákkal szemben található.);0;0;1;47.418937899999996;19.160038500000002;Hétfő - Szombat: 7:30-21:00,Vasárnap: 7:30-19:30
Budapest;Budapest, XXIII. kerület;Pick Pack Pont;Inmedio-Soroksár HÉV 1Minute;Soroksár HÉV-megálló 1238 XXIII. kerület, Soroksár (Hősök Tere HÉV megállóban a BKV pénztár mellett.);0;0;1;47.39934297679642;19.114430735784932;Hétfő - Péntek: 5:30-19:00,Szombat: 5:30-13:00,Vasárnap: Zárva
Budapest;Budapest, XXIII. kerület;Pick Pack Pont;MOL - Ócsai u. kimenő;1239 XXIII. kerület, Ócsai utca (kimenő);0;0;1;47.379836;19.1298984;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XXIII. kerület;Pick Pack Pont;OMV-Haraszti út;1239 XXIII. kerület, Haraszti út 32/a;0;0;1;47.387146200000004;19.1108019;Hétfő - Vasárnap: 0:00-22:00
Budapest;Budapest, XXIII. kerület;Pick Pack Pont;OMV-Nagykörösi út 349.;1239 XXIII. kerület, Nagykörösi út 349;0;0;1;47.4204097;19.1643579;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XXIII. kerület;Pick Pack Pont;Playersroom - Soroksár Auchan;Auchan bevásárlóközpont 1239 XXIII. kerület, Bevásárló út 2 (Középső bejárattal szemben.);0;0;1;47.418720115132324;19.157163171935967;Hétfő - Szombat: 9:00-21:00,Vasárnap: Zárva
Csongrád;Csongrád;Pick Pack Pont;Inmedio-Csongrád Fő u.;6640 Csongrád, Fő út 2-4 (Erzsébet szállóval szemben);0;0;1;46.710588482330685;20.148689401599086;Hétfő - Péntek: 6:00-18:00,Szombat: 6:00-14:00,Vasárnap: 7:00-11:00
Csongrád;Csongrád;Pick Pack Pont;Inmedio-Szentes TESCO;TESCO bevásárlóközpont 6600 Csongrád, Alsórét út 258 (Tescoban, a bejárttól jobbra 4. üzlet);0;0;1;46.66538447800732;20.234433543655427;Hétfő - Szombat: 9:00-20:00,Vasárnap: 9:00-17:00
Csongrád;Hódmezővásárhely;Telekom partner;DÉL-HOME Kft.;6800 Hódmezővásárhely, Andrássy út 28.;1;1;1;46.41459469999999;20.3236262;Hétfő - Péntek: 9:00-17:00,Szombat: 8:30-12:00,Vasárnap: Zárva
Csongrád;Hódmezővásárhely;Pick Pack Pont;Inmedio-Hódmezővásárhely Andrássy út;6800 Hódmezővásárhely, Andrássy út 10-12 (COOP Alföld áruház mellett);0;0;1;46.414891299999994;20.3257441;Hétfő - Péntek: 5:30-19:00,Szombat: 5:30-14:00,Vasárnap: 7:00-11:00
Csongrád;Hódmezővásárhely;Pick Pack Pont;MOL-Hódmezővásárhely Szántó út;MOL töltőállomás 6800 Hódmezővásárhely, Szántó Kovács János út;0;0;1;46.43437777051918;20.318875079762282;Hétfő - Vasárnap: 6:00-20:00
Csongrád;Hódmezővásárhely;Pick Pack Pont;MOL-Hódmezővásárhely Tóalj út;6800 Hódmezővásárhely, Tóalj út;0;0;1;46.41154373860526;20.32183547539364;Hétfő - Vasárnap: 0:00-24:00
Csongrád;Hódmezővásárhely;Pick Pack Pont;OMV-Hódmezővásárhely Kutasi út;6800 Hódmezővásárhely, Kutasi út 17;0;0;1;46.4242175;20.3378906;Hétfő - Vasárnap: 6:00-22:00
Csongrád;Makó;Telekom partner;DÉL-HOME Kft.;6900 Makó, Szegedi utca 8/C;1;1;1;46.2126908;20.4725493;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Csongrád;Makó;Pick Pack Pont;OMV-Makó Kossuth L. u.;6900 Makó, Kossuth L. utca 5;0;0;1;46.2209733;20.477781;Hétfő - Vasárnap: 0:00-24:00
Csongrád;Röszke;Pick Pack Pont;OMV-Röszke M5 Bal;6758 Röszke, M5 autópálya (172. km, 0112/25 hrsz);0;0;1;46.18899294070756;19.9957211794067;Hétfő - Vasárnap: 0:00-24:00
Csongrád;Röszke;Pick Pack Pont;OMV-Röszke M5 Jobb;6758 Röszke, M5 autópálya (172. km, 0112/60 hrsz);0;0;1;46.18974310077989;19.99425132886654;Hétfő - Vasárnap: 0:00-24:00
Csongrád;Szeged;Telekom partner;BUSINESS CAFE Kft. (Tesco);Tesco bevásárlóközpont 6724 Szeged, Rókusi körút 42-64.;1;1;1;46.2702486;20.1389576;Hétfő - Szombat: 8:30-20:00,Vasárnap: 8:30-19:00
Csongrád;Szeged;Telekom üzlet;Szeged Árkád;Árkád bevásárlóközpont 6722 Szeged, Londoni körút 3. (-1 szinten);1;1;1;46.25453570000001;20.1393824;Hétfő - Csütörtök: 9:00-20:00,Péntek: 9:00-21:00,Szombat: 9:00-20:00,Vasárnap: 10:00-18:00
Csongrád;Szeged;Telekom üzlet;Szeged belváros;6720 Szeged, Feketesas utca 25.;1;1;1;46.252424;20.145720999999998;Hétfő - Péntek: 8:30-17:00,Szombat - Vasárnap: Zárva
Csongrád;Szeged;Pick Pack Pont;Inmedio-Szeged Árkád;Árkád bevásárlóközpont 6724 Szeged, Londoni körút 3 (1 szint, a mozgólépcső lábánál, újságos bolt);0;0;1;46.254535700000005;20.1393824;Hétfő - Szombat: 8:00-20:00,Vasárnap: 10:00-18:00
Csongrád;Szeged;Pick Pack Pont;Inmedio-Szeged Auchan;Auchan bevásárlóközpont 6722 Szeged, Zápor utca 4 (Cora áruházban főbejárattól jobbra az első üzlet);0;0;1;46.2749634663727;20.10377434337772;Hétfő - Szombat: 8:00-19:00,Vasárnap: 8:00-18:00
Csongrád;Szeged;Pick Pack Pont;Inmedio-Szeged Kárász;6722 Szeged, Kárász - Dugonics tér 1 (Kárász u. Dugonics téri végén);0;0;1;46.2530102;20.141425299999998;Hétfő - Szombat: 6:00-20:00,Vasárnap: 8:00-18:00
Csongrád;Szeged;Pick Pack Pont;Inmedio-Szeged Nagycsarnok;Nagycsarnok bevásárlóközpont 6722 Szeged, Mars tér;0;0;1;46.256806;20.140359;Hétfő: 5:00-12:00,Kedd - Péntek: 5:00-15:00,Szombat: 5:00-13:00,Vasárnap: 5:30-12:00
Csongrád;Szeged;Pick Pack Pont;Inmedio-Szeged TESCO;"TESCO bevásárlóközpont 6724 Szeged, Rókusi körút 42-46 (40-es kasszával és a ""Szerencsevár"" lottózóval szemben)";0;0;1;46.2702486;20.1389576;Hétfő - Szombat: 8:00-20:00,Vasárnap: 8:00-19:00
Csongrád;Szeged;Pick Pack Pont;Inmedio-Szeged Zárda u.;6722 Szeged, Zárda utca 6 (Novotel hotelhez legközelebbi 5 emeletes épület aljában);0;0;1;46.2570239;20.1568921;Hétfő - Szombat: 6:00-18:00,Vasárnap: 8:00-11:00
Csongrád;Szeged;Pick Pack Pont;MOL - Szeged Dorozsmai út;6722 Szeged, Dorozsmai út 20.;0;0;1;46.266751299999996;20.107822;Hétfő - Vasárnap: 0:00-24:00
Csongrád;Szeged;Pick Pack Pont;MOL-Szeged Kálvária sugárút;MOL töltőállomás 6722 Szeged, Kálvária sugárút 96.;0;0;1;46.25360237305908;20.119465230133073;Hétfő - Vasárnap: 6:00-22:00
Csongrád;Szeged;Pick Pack Pont;MOL - Szeged Makai út;6771 Szeged, Makai út;0;0;1;46.2255522;20.1880704;Hétfő - Vasárnap: 0:00-24:00
Csongrád;Szeged;Pick Pack Pont;OMV-Szeged Dorozsmai út;6728 Szeged, Dorozsmai út 1;0;0;1;46.2649093;20.1218198;Hétfő - Vasárnap: 0:00-24:00
Csongrád;Szeged;Pick Pack Pont;OMV-Szeged Makkosházi krt.;6723 Szeged, Makkosházi körút 1;0;0;1;46.272802;20.157706;Hétfő - Vasárnap: 0:00-24:00
Csongrád;Szeged;Pick Pack Pont;Players Outlet - Szeged Plaza;Szeged Plaza bevásárlóközpont 6724 Szeged, Kossuth Lajos sugárút 119 (Mozi mellett.);0;0;1;46.26649696310457;20.1285793055572;Hétfő - Péntek: 10:00-21:00,Szombat: 9:30-21:00,Vasárnap: Zárva
Csongrád;Szeged;Pick Pack Pont;Playersroom-Szeged Árkád;Szeged Árkád bevásárlóközpont 6724 Szeged, Londoni körút 3. (-1. szint, Időzónával szemben);0;0;1;46.25434281822758;20.138330974066093;Hétfő - Szombat: 9:00-20:15,Vasárnap: Zárva
Csongrád;Szeged;Pick Pack Pont;Playmax - Szeged Árkád;Szeged Árkád bevásárlóközpont 6724 Szeged, Londoni körút 3. (Földszinten, a Promod és az Orsay üzletek között);0;0;1;46.25453570000001;20.1393824;Hétfő - Szombat: 9:30-20:15,Vasárnap: Zárva
Csongrád;Szeged;Pick Pack Pont;Sportfactory - Szeged Tesco;Tesco bevásárlóközpont 6724 Szeged, Rókusi körút 42-64 (20-23. kasszával szemben. Mobil,LapTop és Fodrászkellékes között.);0;0;1;46.269002632181504;20.138785938623073;Hétfő - Szombat: 9:00-20:30,Vasárnap: Zárva
Csongrád;Szentes;Telekom partner;DÉL-HOME Kft.;6600 Szentes, Kossuth tér 5.;1;1;1;46.6527727;20.2578082;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Csongrád;Szentes;Pick Pack Pont;Inmedio-Szentes Appony tér;6600 Szentes, Appony tér;0;0;1;46.655862;20.266977999999998;Hétfő - Péntek: 6:00-18:00,Szombat: 6:00-13:00,Vasárnap: 7:00-12:00
Csongrád;Szentes;Pick Pack Pont;Inmedio-Szentes Kossuth tér;6600 Szentes, Kossuth tér 5 (Petőfi szállóval szemben, a Görög Sarok mellett);0;0;1;46.6527727;20.2578082;Hétfő - Péntek: 6:00-18:00,Szombat: 6:00-14:00,Vasárnap: 7:00-12:00
Csongrád;Szentes;Pick Pack Pont;MOL - Szentes Attila út;6600 Szentes, Attila út;0;0;1;46.6553832;20.2760108;Hétfő - Vasárnap: 0:00-24:00
Csongrád;Szentes;Pick Pack Pont;OMV-Szentes Csongrádi út;OMV töltőállomás 6600 Szentes, Csongrádi út;0;0;1;46.659341420994814;20.24347005100401;Hétfő - Vasárnap: 5:00-22:00
Fejér;Bicske;Telekom partner;Sasvári Kft.;2060 Bicske, József Attila utca 1;1;1;1;47.4906228;18.6362932;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Fejér;Bicske;Pick Pack Pont;Inmedio-Bicske TESCO;TESCO bevásárlóközpont 2060 Bicske, Csabdi út 4;0;0;1;47.501189000000004;18.6287219;Hétfő - Csütörtök: 9:00-18:00,Péntek - Szombat: 9:00-19:00,Vasárnap: 9:00-18:00
Fejér;Bicske;Pick Pack Pont;MOL - Bicske Botond tér;MOL töltőállomás 2060 Bicske, Botond tér;0;0;1;47.49286560355071;18.64169239748389;Hétfő - Vasárnap: 6:00-22:00
Fejér;Dunaújváros;Telekom üzlet;Dunaújváros Dózsa György út;2400 Dunaújváros, Dózsa György út 4/C;1;1;1;46.964695;18.938528;Hétfő - Péntek: 8:30-17:00,Szombat: 8:30-12:00,Vasárnap: Zárva
Fejér;Dunaújváros;Pick Pack Pont;Inmedio-Dunaújváros Dózsa Gy.;2400 Dunaújváros, Dózsa György út 56 (Skála áruház, bejárat mellett jobbra az első bolt);0;0;1;46.9625826;18.9341553;Hétfő - Péntek: 6:30-18:30,Szombat: 6:30-13:00,Vasárnap: Zárva
Fejér;Dunaújváros;Pick Pack Pont;OMV-Dunaújváros Aranyvölgyi u.;2400 Dunaújváros, Aranyvölgyi út;0;0;1;46.96681905078434;18.936483465003906;Hétfő - Vasárnap: 0:00-24:00
Fejér;Dunaújváros;Pick Pack Pont;OMV-Dunaújváros Dózsa Gy. u.;2400 Dunaújváros, Dózsa György út;0;0;1;46.966866074661205;18.93642386941985;Hétfő - Vasárnap: 5:00-23:00
